continent,country,cases,stringency_index,population,aged_65_older,aged_70_older,diabetes_prevalence,hospital_beds_per_thousand,week,measure,constraints
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,0.0,0.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,0.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,2.262,25.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,8.292,25.0,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,39.2,33.33,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Resource allocation,0
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,"Case identification, contact tracing and related measures",0
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Social distancing,1
Europe,Estonia,27.138,33.33,1326539,19.452,13.491,4.02,4.69,11,Travel restriction,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,42.215,44.44,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,25.631,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,24.877,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,6.785,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,12.061,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Social distancing,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Risk communication,0
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Resource allocation,0
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,17.338,50.0,1326539,19.452,13.491,4.02,4.69,12,Travel restriction,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,15.077,50.0,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,19.6,50.0,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,19.6,50.0,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,19.6,50.0,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,19.6,50.0,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,12.815,61.11,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,12.815,61.11,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,12.815,61.11,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,12.815,61.11,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,26.384,61.11,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,26.384,61.11,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,26.384,61.11,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,26.384,61.11,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,101.015,72.22,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,101.015,72.22,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,101.015,72.22,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,101.015,72.22,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,27.892,72.22,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,27.892,72.22,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,27.892,72.22,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,27.892,72.22,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,49.0,77.78,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,49.0,77.78,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,49.0,77.78,1326539,19.452,13.491,4.02,4.69,13,Risk communication,0
Europe,Estonia,49.0,77.78,1326539,19.452,13.491,4.02,4.69,13,Social distancing,1
Europe,Estonia,29.4,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,27.138,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,22.615,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,25.631,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,59.553,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,77.646,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,42.969,77.78,1326539,19.452,13.491,4.02,4.69,14,None,0
Europe,Estonia,59.553,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,8.292,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,30.907,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,27.138,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,16.585,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,38.446,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,34.677,77.78,1326539,19.452,13.491,4.02,4.69,15,None,0
Europe,Estonia,3.769,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,17.338,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,30.907,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,21.861,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,24.123,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,18.846,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,39.954,77.78,1326539,19.452,13.491,4.02,4.69,16,None,0
Europe,Estonia,12.061,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,5.277,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,12.815,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,5.277,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,24.877,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,9.8,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,22.615,77.78,1326539,19.452,13.491,4.02,4.69,17,None,0
Europe,Estonia,6.031,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,3.015,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,9.8,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,4.523,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,17.338,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,3.769,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,3.769,75.0,1326539,19.452,13.491,4.02,4.69,18,None,0
Europe,Estonia,0.754,75.0,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,2.262,75.0,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,6.031,75.0,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,1.508,75.0,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,5.277,66.67,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,3.769,66.67,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,6.031,66.67,1326539,19.452,13.491,4.02,4.69,19,None,0
Europe,Estonia,4.523,62.96,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,1.508,62.96,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,3.769,62.96,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,3.769,62.96,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,5.277,55.56,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,6.031,55.56,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,3.015,55.56,1326539,19.452,13.491,4.02,4.69,20,None,0
Europe,Estonia,3.015,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,7.538,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,5.277,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,2.262,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,4.523,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,5.277,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,10.554,50.0,1326539,19.452,13.491,4.02,4.69,21,None,0
Europe,Estonia,1.508,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,0.754,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,7.538,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,4.523,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,8.292,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,6.031,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,4.523,50.0,1326539,19.452,13.491,4.02,4.69,22,None,0
Europe,Estonia,3.015,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,0.0,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,7.538,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,7.538,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,15.077,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,15.831,37.96,1326539,19.452,13.491,4.02,4.69,23,None,0
Europe,Estonia,6.031,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,5.277,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,8.292,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,5.277,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,3.769,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,2.262,37.96,1326539,19.452,13.491,4.02,4.69,24,None,0
Europe,Estonia,0.0,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,1.508,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,0.0,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,1.508,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,1.508,37.96,1326539,19.452,13.491,4.02,4.69,25,None,0
Europe,Estonia,0.0,37.96,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.0,37.96,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.754,37.96,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,1.508,25.0,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.0,25.0,1326539,19.452,13.491,4.02,4.69,26,None,0
Europe,Estonia,0.754,25.0,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,0.0,25.0,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,1.508,22.22,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,1.508,22.22,1326539,19.452,13.491,4.02,4.69,27,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,6.031,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,6.031,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,1.508,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,28,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,3.015,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,29,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,0.0,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,2.262,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,1.508,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,3.769,22.22,1326539,19.452,13.491,4.02,4.69,30,None,0
Europe,Estonia,0.754,22.22,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,3.015,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,0.0,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,3.015,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,6.785,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,9.8,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,6.031,19.44,1326539,19.452,13.491,4.02,4.69,31,None,0
Europe,Estonia,5.277,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,0.754,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,8.292,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,16.585,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,8.292,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,6.785,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,10.554,19.44,1326539,19.452,13.491,4.02,4.69,32,None,0
Europe,Estonia,3.769,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,4.523,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,6.785,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,5.277,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,0.0,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,2.262,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,5.277,19.44,1326539,19.452,13.491,4.02,4.69,33,None,0
Europe,Estonia,4.523,19.44,1326539,19.452,13.491,4.02,4.69,34,None,0
Europe,Estonia,1.508,19.44,1326539,19.452,13.491,4.02,4.69,34,None,0
Europe,Estonia,6.031,19.44,1326539,19.452,13.491,4.02,4.69,34,None,0
Europe,Estonia,5.277,19.44,1326539,19.452,13.491,4.02,4.69,34,None,0
Europe,Estonia,15.077,19.44,1326539,19.452,13.491,4.02,4.69,34,None,0
